Clean Tweet,VADER,NB,SVM,NB+SMOTE,SVM+SMOTE
as a vajrayana buddhist i have stood with my muslim brothers and sisters against the awful acts that the rohingya have suffered i again stand with my brothers and sisters who have suffered in the christchurchmosqueattack islamophobia should have no place in the world ,Negative,Negative,Negative,Negative,Negative
as a white non muslim communities we have to talk about deal with our terrorist problem we need to ensure commentators stop normalising racism islamophobia as brave or edgey views we need to step forward and own the issues in our community not lone wolves but terrorism ,Negative,Positive,Negative,Positive,Negative
as an australian ive admired how our neighbours neighbours go about certain things from voting in female pms to having their national anthem in maori newzealandterroristattack christchurch terrorism newzealand racism islamophobia ,Negative,Negative,Negative,Negative,Negative
as an employment human rights lawyer i have clients including muslim women who wear hijab who are routinely subjected to racism discrimination and islamophobia in the workplace it shouldnt take a terrorist attack for everyone to condemn it ,Negative,Negative,Negative,Negative,Negative
as if islamophobia is a good selling point to get blacks to join the republican party could she be more hateful and despicable ,Positive,Negative,Negative,Positive,Positive
as im on my way to the vigil for the victims of nzmosqueshootings i remember the victims of the quebecmosqueshooting white supremacy and islamophobia have no place here or anywhere join us at to stand in solidarity please join us at tonight at pm for a vigil at nathan phillips square to stand in solidarity with the victims of the new zealand mosque shootings share this event to join in standing together against islamophobia and ,Positive,Positive,Positive,Positive,Positive
as islamophobia i just read an article where someone actually takes issue with some article describing muslims in the new zealand mosques as peaceful how can anyone be offended for being called peaceful the argument they call us peaceful because they always ,Positive,Negative,Positive,Positive,Positive
as long people keep their criticisms on concrete ideas within the religion i see no reason to pair these people who commit actual acts of terrorism and when you use terms like islamophobia thats exactly what youre doing is all im saying ,Negative,Negative,Negative,Negative,Negative
as much as globalists and liberals want to attribute christchurch to islamophobia it isnt it is a reaction to the rise of islamism and their efforts to impose cultural values on western societies in the name of watch a muslim broadcaster make stark sense of the new zealand mosque shootings ,Positive,Negative,Positive,Positive,Positive
as nice as this is the policepolicing system needs to have major internal changes of their islamophobia racism esp against black and indigenous bodies and ways they police and surveil and whowhat they keep veiled two police officers just walked into the toronto mosque and asked to the see the imam they then proceeded to question him are you feeling safe ,Positive,Negative,Negative,Positive,Positive
